tract_geoid,pct_poverty,pct_unemployment,median_rent,pct_vacant_housing,median_income,green_space_pct,walkability_index,duplicate_group_id
29143960100,14.5,5.7,625.0,9.3,37936.0,52.8,6.4,
29143960200,28.7,10.9,560.0,17.8,31417.0,50.5,1.0,
29143960300,24.7,13.2,470.0,14.6,32169.0,25.9,8.8,
29143960400,25.6,15.7,563.0,21.1,31179.0,0.0,7.5,
29143960500,23.6,7.5,609.0,21.2,34861.0,49.3,1.0,
29143960600,27.9,8.8,460.0,9.5,34659.0,31.7,9.5,
29145020100,20.2,5.0,535.0,9.2,35970.0,35.6,2.4,
29145020200,15.0,6.8,671.0,4.7,36997.0,51.0,10.3,
29145020300,14.5,6.9,502.0,1.8,44167.0,32.7,5.7,
29145020400,13.5,6.0,650.0,11.6,44434.0,29.4,5.9,
29145020501,9.2,5.7,645.0,5.6,57750.0,35.4,5.5,
29145020502,19.3,7.1,782.0,7.9,43285.0,42.2,3.0,
29145020601,10.0,5.6,818.0,6.8,61875.0,52.3,6.7,
29145020602,9.0,10.0,599.0,14.5,46719.0,63.4,8.8,
29145020700,16.4,5.2,709.0,9.9,44628.0,42.4,8.4,
29145020800,19.7,6.6,565.0,5.4,37238.0,33.1,4.3,
29145020900,13.2,10.1,716.0,14.6,39858.0,50.8,4.1,
29145021000,16.1,9.4,600.0,9.6,34918.0,23.4,4.4,
29147470100,16.2,5.4,574.0,19.6,40870.0,56.8,4.8,
29147470200,13.0,4.9,621.0,13.5,50000.0,41.5,3.5,303
29147470300,33.8,6.4,602.0,7.1,32996.0,24.9,9.2,
29147470400,45.1,11.8,623.0,6.5,24306.0,8.9,2.1,
29147470500,16.0,4.5,564.0,8.7,47869.0,45.8,3.6,
29149480100,32.7,7.8,514.0,14.7,27813.0,24.7,1.0,
29149480200,19.1,6.5,583.0,18.2,31686.0,34.1,7.8,
29149480300,27.6,16.5,462.0,20.5,29136.0,7.8,1.0,
29151490100,4.4,1.4,496.0,23.5,62188.0,36.7,11.6,
29151490200,13.4,4.6,491.0,21.2,42350.0,30.3,7.3,
29151490300,6.1,2.6,532.0,13.4,63378.0,47.8,10.3,
29151490400,9.9,4.5,483.0,31.7,44583.0,36.3,1.8,
29153470100,18.8,7.2,499.0,29.9,32787.0,0.0,8.8,
29153470200,22.6,17.7,509.0,16.8,31267.0,27.9,1.0,
29155470100,26.7,10.4,538.0,19.2,32969.0,11.3,6.6,
29155470200,33.2,6.0,501.0,17.7,23368.0,13.8,2.1,
29155470300,26.3,8.4,443.0,12.3,33400.0,45.9,2.0,
29155470400,36.3,18.3,559.0,11.3,22992.0,3.2,5.1,
29155470500,17.6,4.6,638.0,14.5,42474.0,40.3,2.4,
29155470600,31.2,15.7,562.0,16.5,32368.0,22.3,6.6,
29157470100,15.7,4.7,779.0,9.2,58625.0,27.3,14.0,
29157470200,14.1,3.9,675.0,25.0,56837.0,24.2,6.0,
29157470300,13.2,1.4,680.0,7.2,42255.0,42.9,9.7,
29157470400,12.0,8.3,599.0,9.1,40347.0,45.0,2.9,
29157470500,4.3,3.3,740.0,8.2,63884.0,18.7,7.6,
29159480100,14.6,6.1,644.0,5.1,49976.0,53.8,11.3,
29159480200,9.4,3.9,609.0,9.0,65105.0,23.7,9.1,
29159480300,15.0,6.8,544.0,8.7,44526.0,42.9,6.8,
29159480400,12.3,4.1,670.0,10.3,44300.0,22.3,6.7,
29159480500,18.6,5.0,807.0,7.7,34167.0,29.3,9.1,
29159480600,44.9,22.0,475.0,18.8,19075.0,4.6,2.0,
29159480700,25.3,6.5,686.0,11.3,26928.0,24.9,1.0,
29159480800,24.4,4.9,715.0,22.6,31839.0,30.0,1.0,
29159480900,31.6,4.3,718.0,21.1,30518.0,13.1,1.0,
29159481000,17.6,12.2,564.0,5.8,41414.0,40.6,5.0,
29159481100,17.3,2.0,718.0,5.4,38696.0,42.6,10.4,
29161890100,13.4,5.8,679.0,15.7,47016.0,76.2,8.0,
29161890200,13.1,7.6,649.0,7.9,43887.0,51.5,5.3,
29161890300,25.0,5.9,626.0,15.6,35759.0,49.0,6.1,
29161890400,48.8,13.7,673.0,20.3,23007.0,0.0,1.0,
29161890500,20.0,10.7,527.0,17.3,36448.0,7.6,4.7,
29161890600,12.5,12.7,448.0,21.9,52292.0,34.6,10.5,
29161890700,17.5,11.9,720.0,10.1,48333.0,61.3,12.1,
29161890800,17.2,11.0,577.0,15.1,31223.0,71.0,2.6,
29161890900,11.8,3.1,746.0,9.0,49714.0,29.5,5.9,
29161891000,12.0,4.0,744.0,15.1,56824.0,30.8,14.2,
29163460100,15.4,8.8,617.0,15.8,36250.0,44.9,8.9,
29163460200,15.0,8.5,669.0,20.8,48684.0,34.7,11.4,309
29163460300,9.6,5.6,620.0,14.8,56354.0,37.8,5.2,
29163460400,19.0,5.3,587.0,6.2,28781.0,44.4,5.7,
29163460500,20.5,11.3,579.0,25.4,44542.0,72.8,6.7,
29165030001,10.4,4.9,803.0,2.6,65299.0,58.1,6.5,
29165030002,19.7,11.0,666.0,15.7,38040.0,61.3,10.0,
29165030101,4.7,2.9,1040.0,12.3,82950.0,16.8,7.5,
29165030102,11.8,9.4,872.0,5.8,69183.0,54.1,9.3,
29165030103,6.2,5.3,792.0,3.4,72891.0,28.6,16.1,
29165030201,5.6,2.0,1397.0,7.1,97361.0,65.7,19.9,
29165030205,5.9,4.8,910.0,9.2,60290.0,61.1,15.3,
29165030207,8.7,5.5,881.0,6.9,60702.0,49.1,7.7,
29165030208,2.8,5.4,1469.0,3.7,91313.0,33.2,15.9,
29165030209,5.4,8.6,988.0,4.2,64047.0,35.5,7.8,
29165030210,11.1,8.2,1222.0,0.0,88824.0,33.8,16.5,
29165030211,17.2,6.6,870.0,8.3,41792.0,47.1,7.3,
29165030305,8.3,6.3,778.0,7.0,67531.0,46.5,14.2,
29165030306,0.8,2.9,2001.0,3.0,123125.0,64.5,18.5,10
29165030307,,,,,,60.9,4.0,
29165030308,7.2,3.1,869.0,9.5,60774.0,29.6,5.1,
29165030401,1.6,4.9,1420.0,7.5,100208.0,50.9,14.1,
29165030500,9.7,7.3,974.0,5.4,69950.0,46.6,14.8,
29165030600,5.5,6.3,672.0,10.1,71472.0,40.9,7.4,
29165030700,6.0,8.6,873.0,9.6,73059.0,55.2,12.7,
29167960100,24.4,10.2,754.0,15.9,36906.0,39.7,5.6,
29167960200,20.0,15.1,530.0,13.0,37707.0,27.0,1.5,
29167960300,22.2,10.2,611.0,9.8,40557.0,31.9,3.0,
29167960400,16.4,7.0,650.0,7.7,41477.0,31.9,8.3,
29169470101,9.9,7.6,637.0,13.5,42583.0,29.9,11.7,
29169470102,29.2,6.5,601.0,19.5,39698.0,29.2,9.2,
29169470286,16.2,13.1,1040.0,27.9,51729.0,18.7,10.7,
29169470287,15.3,17.6,1002.0,10.4,51975.0,44.0,8.9,
29169470389,7.7,9.4,1093.0,11.4,41739.0,60.8,1.0,
29169470390,8.1,8.7,1065.0,18.8,49054.0,41.7,8.0,
29169470400,9.7,19.9,770.0,15.9,54341.0,53.4,11.2,
29169470500,15.0,10.5,748.0,9.3,44253.0,39.7,3.4,
29169470600,6.1,7.4,1307.0,9.3,47240.0,27.6,3.8,
29171960100,10.9,1.7,670.0,30.5,41780.0,67.6,6.8,
29171960200,30.0,5.3,465.0,16.3,28173.0,0.0,6.1,
29173470100,14.7,5.7,736.0,7.5,44003.0,37.8,12.0,
29173470200,7.5,5.5,603.0,17.0,54842.0,30.5,5.3,
29173470300,7.8,5.8,567.0,35.6,43203.0,63.2,1.0,
29175490100,12.8,7.6,679.0,20.1,49038.0,41.6,6.9,
29175490200,12.6,6.4,579.0,21.4,41103.0,74.5,9.2,
29175490300,34.6,6.2,599.0,21.3,22561.0,28.2,1.5,
29175490400,8.8,4.9,736.0,18.8,50086.0,29.9,3.9,
29175490500,22.7,12.5,655.0,17.3,38125.0,9.7,1.0,
29175490600,16.1,13.6,620.0,16.0,45000.0,52.4,8.4,
29177080000,8.3,9.3,788.0,11.1,63445.0,29.2,9.8,
29177080100,17.5,7.1,731.0,14.0,58964.0,30.4,4.9,
29177080200,25.1,8.8,633.0,14.2,38531.0,49.6,3.9,
29177080300,13.7,10.0,776.0,11.0,51554.0,52.9,4.8,
29179380100,26.5,16.5,462.0,31.6,35750.0,23.2,7.8,
29179380200,20.6,10.8,551.0,34.7,33098.0,28.3,1.0,
29181870100,14.6,14.2,532.0,12.0,31686.0,13.1,1.0,
29181870200,26.4,6.1,494.0,20.5,37807.0,3.0,1.0,
29181870300,32.6,12.3,560.0,20.3,30385.0,39.4,1.0,
29181870400,25.0,17.0,505.0,17.3,30147.0,44.7,6.2,
29183310100,16.2,6.4,812.0,20.0,49000.0,41.9,12.6,
29183310201,1.2,2.2,1261.0,2.9,85114.0,47.0,12.8,
29183310202,10.9,7.4,804.0,5.0,62928.0,29.7,15.3,
29183310301,5.6,8.0,863.0,0.0,73359.0,62.8,8.3,
29183310302,16.6,13.2,778.0,7.3,41447.0,11.7,10.2,
29183310400,17.3,10.4,719.0,8.4,50208.0,29.8,8.8,
29183310501,35.7,16.7,700.0,4.0,31130.0,29.4,1.0,
29183310502,12.1,3.7,706.0,15.5,49092.0,38.9,12.1,
29183310601,19.3,4.1,1263.0,5.8,55739.0,35.3,3.2,
29183310602,4.0,2.7,848.0,2.1,83833.0,35.7,11.2,
29183310700,21.0,6.9,795.0,9.1,37530.0,42.1,6.4,
29183310801,4.5,2.3,1064.0,4.5,79487.0,25.7,15.8,
29183310802,7.8,7.7,690.0,3.3,53167.0,39.1,3.3,
29183310901,5.1,6.6,853.0,5.6,49871.0,48.5,4.9,
29183310902,18.3,9.0,963.0,3.5,53125.0,31.2,11.6,
29183310903,10.1,7.8,922.0,6.3,70160.0,40.0,12.1,
29183311001,3.9,7.5,1000.0,0.5,70625.0,46.1,12.0,
29183311003,10.7,2.0,870.0,2.9,47514.0,15.0,8.4,
29183311004,6.1,3.5,877.0,3.9,51786.0,18.6,4.1,
29183311103,2.9,2.7,1679.0,6.6,101401.0,45.4,14.8,
29183311114,1.4,6.5,1554.0,6.1,101071.0,35.8,10.2,
29183311122,9.0,8.3,1074.0,7.6,76713.0,32.8,17.3,
29183311124,3.5,3.5,1152.0,5.8,89375.0,51.2,17.7,
29183311132,0.6,3.2,,4.3,120347.0,30.9,11.2,
29183311145,1.4,6.0,630.0,2.0,89167.0,10.5,15.1,
29183311146,1.0,6.5,860.0,8.6,73766.0,67.7,6.9,
29183311147,5.5,2.3,1230.0,5.8,79650.0,59.2,17.6,
29183311148,2.4,11.2,,11.4,90058.0,60.6,14.4,
29183311149,5.5,7.0,1201.0,3.4,73060.0,26.6,9.6,
29183311150,3.2,4.7,1200.0,1.7,88819.0,42.3,12.5,
29183311151,3.0,4.0,1046.0,5.6,102500.0,25.7,11.1,
29183311152,3.3,4.1,1490.0,0.0,82620.0,42.5,12.6,
29183311153,2.0,3.1,1132.0,5.2,92911.0,39.1,19.8,
29183311154,3.1,4.9,1211.0,5.7,106314.0,28.4,20.0,
29183311203,3.1,7.5,842.0,5.3,78125.0,50.5,14.4,
29183311211,4.1,2.5,873.0,3.9,66750.0,39.3,13.9,
29183311212,4.0,3.6,748.0,0.6,68807.0,67.1,10.9,
29183311221,6.5,9.2,917.0,3.8,70063.0,43.0,5.4,
29183311294,4.8,6.0,1193.0,2.4,81791.0,6.9,8.3,
29183311296,3.1,6.5,1167.0,0.0,81111.0,18.1,15.7,
29183311311,2.5,6.5,815.0,4.7,72608.0,73.1,14.4,
29183311312,2.8,8.0,668.0,0.0,77941.0,38.6,10.3,
29183311322,2.6,5.5,1569.0,5.7,95224.0,47.1,15.9,
29183311331,5.1,7.9,1460.0,5.9,76827.0,42.6,9.2,
29183311391,1.1,4.1,1344.0,1.4,80154.0,64.3,6.9,
29183311422,6.5,4.9,1074.0,4.4,64239.0,15.1,12.4,
29183311500,21.2,16.8,916.0,3.2,42120.0,53.0,6.6,
29183311601,7.1,4.9,783.0,1.5,66504.0,59.1,13.9,
29183311602,3.3,0.9,973.0,2.6,64763.0,43.4,4.6,
29183311712,3.3,5.8,956.0,2.9,65577.0,49.1,13.3,
29183311721,4.6,6.0,1344.0,0.0,88994.0,37.5,17.9,
29183311722,10.0,11.7,929.0,6.3,82733.0,16.4,9.5,
29183311732,6.2,4.4,1571.0,0.0,80069.0,50.0,9.3,
29183311733,4.8,5.3,1377.0,0.6,74149.0,46.1,11.0,
29183311734,7.9,4.6,698.0,0.9,76071.0,44.8,10.7,
29183311735,1.4,7.2,1881.0,4.6,88429.0,51.1,14.4,
29183311736,1.7,5.8,,0.8,101143.0,35.7,9.5,
29183311801,3.7,5.4,1338.0,4.9,87500.0,64.1,15.8,
29183311802,11.9,7.2,796.0,7.3,52510.0,39.2,8.1,
29183311903,5.6,10.0,852.0,7.3,65815.0,49.8,16.1,
29183311904,8.0,7.5,995.0,2.4,77371.0,37.2,10.6,
29183311907,9.8,9.0,744.0,4.3,55741.0,54.8,14.4,
29183311908,5.5,4.1,1528.0,4.6,75597.0,43.7,11.6,
29183311909,4.3,4.7,1681.0,0.7,98289.0,41.7,14.1,
29183312001,1.8,5.6,1176.0,4.0,90114.0,61.0,15.6,
29183312094,7.0,4.0,297.0,14.5,75298.0,17.4,9.6,
29183312095,4.5,4.0,1206.0,5.3,62364.0,38.8,10.1,
29183312096,1.2,7.7,895.0,4.2,78003.0,35.8,12.5,
29183312097,3.5,4.9,1176.0,4.5,81205.0,48.5,17.1,
29183312192,4.0,4.1,1164.0,4.9,80652.0,47.4,16.8,
29183312193,0.6,2.3,1525.0,0.7,83349.0,44.5,11.1,
29183312194,4.2,0.0,641.0,2.9,83190.0,32.9,9.6,
29183312195,20.2,2.9,670.0,10.3,39684.0,34.6,7.0,
29183312204,2.5,9.2,777.0,9.5,89303.0,48.3,14.7,
29183312205,12.1,7.7,1367.0,5.5,70254.0,36.5,16.6,
29183312206,4.0,11.5,766.0,8.6,66667.0,58.5,8.7,
29183312300,1.9,7.5,1240.0,0.0,98605.0,52.6,19.9,
29183312400,12.2,10.4,777.0,3.8,37417.0,39.2,3.5,
29183980000,,,,,,5.5,2.3,
29185480100,23.7,9.4,433.0,24.6,32794.0,30.1,1.3,
29185480200,17.8,12.3,401.0,27.0,35129.0,44.9,5.7,
29185480300,23.1,9.9,480.0,31.4,29688.0,29.5,1.0,
29186960100,12.9,7.0,672.0,21.3,48089.0,42.8,2.9,
29186960200,22.0,3.7,577.0,13.7,36784.0,30.9,9.5,
29186960300,6.8,6.7,735.0,6.9,54977.0,44.9,7.6,
29186960400,16.8,8.4,751.0,21.8,45873.0,56.2,4.6,
29187950101,17.0,15.6,668.0,39.2,39432.0,47.5,3.5,
29187950102,18.4,13.1,635.0,31.0,37385.0,17.7,4.5,
29187950300,20.1,9.1,459.0,9.3,36614.0,11.7,6.5,
29187950400,24.2,10.1,643.0,9.2,39397.0,39.1,3.9,
29187950600,25.2,7.5,553.0,19.1,31394.0,48.7,1.0,
29187950700,16.7,9.9,707.0,3.9,42687.0,13.4,4.0,
29187950800,15.2,8.5,601.0,8.0,43679.0,34.5,7.5,
29187950901,16.1,5.4,665.0,6.0,42221.0,70.2,2.2,312
29187950902,13.2,10.0,595.0,10.6,35028.0,34.6,8.5,
29187951000,26.1,4.7,533.0,9.7,35730.0,67.3,2.7,
29187951100,23.1,10.6,569.0,10.3,33487.0,21.9,3.3,
29189210100,28.6,26.6,805.0,9.2,40219.0,21.6,8.4,
29189210200,25.5,23.2,978.0,9.5,31929.0,22.4,1.0,
29189210300,35.6,20.6,932.0,18.0,32027.0,9.3,8.1,
29189210400,18.5,12.8,901.0,6.3,41350.0,12.1,8.2,
29189210501,32.9,18.5,1105.0,12.3,37990.0,25.5,8.7,
29189210502,27.7,21.5,1098.0,27.1,37381.0,33.2,4.8,
29189210600,22.0,13.8,908.0,10.9,34448.0,24.0,2.5,
29189210702,16.6,18.3,768.0,16.3,39701.0,30.0,1.0,
29189210703,19.0,18.5,621.0,9.3,32083.0,55.7,1.0,
29189210704,34.3,21.3,686.0,20.2,26800.0,41.5,1.0,
29189210803,2.6,6.5,1041.0,9.5,51925.0,40.1,7.9,
29189210804,10.7,13.4,996.0,8.5,60286.0,45.7,12.2,
29189210805,12.8,13.2,809.0,12.7,42961.0,15.7,11.3,
29189210806,19.3,15.6,955.0,10.9,47806.0,39.1,13.3,
29189210912,3.0,8.6,1301.0,6.1,77985.0,42.6,12.2,
29189210921,10.3,9.9,1140.0,3.5,60341.0,34.6,6.7,
29189210923,8.4,10.6,1133.0,8.5,62944.0,41.3,9.8,
29189210924,7.3,10.1,1086.0,12.8,63640.0,39.5,15.6,
29189210925,6.1,15.2,790.0,8.4,53668.0,23.6,9.3,
29189210926,8.8,8.9,1145.0,10.8,72188.0,64.1,14.2,
29189210927,4.2,4.7,,3.8,92330.0,56.2,8.3,
29189210928,6.3,10.0,1620.0,0.0,81399.0,36.4,7.2,
29189211000,11.0,8.2,953.0,7.4,53416.0,14.9,12.8,
29189211101,8.2,9.6,877.0,9.8,46351.0,6.5,7.7,
29189211102,11.8,6.6,625.0,10.6,40531.0,67.2,1.6,
29189211201,16.0,13.0,902.0,0.0,36378.0,34.6,2.4,
29189211202,6.6,7.3,970.0,13.5,57005.0,52.4,11.4,
29189211301,6.4,11.0,1107.0,6.4,53766.0,28.5,3.0,
29189211331,9.5,8.0,852.0,4.6,51336.0,35.9,6.5,
29189211332,13.2,9.5,731.0,3.3,52624.0,34.8,4.3,
29189211333,8.3,1.9,854.0,11.4,58981.0,44.2,3.6,
29189211334,6.6,12.0,610.0,10.3,50995.0,43.0,6.2,
29189211401,9.6,7.5,713.0,7.0,47295.0,27.3,2.6,
29189211402,10.7,9.4,766.0,12.3,34381.0,26.6,1.7,
29189211500,22.6,13.9,976.0,12.6,31949.0,32.6,1.0,
29189211600,20.2,25.0,905.0,6.9,37028.0,10.3,3.9,
29189211700,12.1,11.5,1143.0,7.5,52474.0,27.4,4.5,
29189211801,26.9,18.9,752.0,14.4,39476.0,29.4,3.4,
29189211802,21.0,26.0,817.0,15.2,32629.0,40.1,7.4,
29189211900,38.2,15.6,755.0,17.4,25165.0,46.9,1.0,
29189212001,28.2,25.9,802.0,16.3,27038.0,24.2,1.1,
29189212002,24.4,22.3,818.0,33.1,27689.0,33.3,1.5,
29189212101,36.4,28.7,895.0,22.4,23843.0,0.7,1.0,
29189212102,32.6,24.6,908.0,17.6,32257.0,33.4,1.0,
29189212200,27.4,20.3,858.0,18.4,29517.0,18.6,7.6,
29189212300,22.5,13.8,703.0,15.9,35670.0,29.4,3.1,
29189212400,34.6,13.8,941.0,11.7,31454.0,34.4,1.0,
29189212500,29.4,15.7,717.0,8.4,38084.0,37.5,1.0,
29189212600,26.1,11.2,979.0,6.4,46142.0,11.6,9.1,
29189212700,14.9,15.6,848.0,15.1,36875.0,48.8,1.0,
29189213101,17.6,10.2,798.0,6.5,41850.0,35.7,5.0,
29189213102,17.9,12.8,479.0,10.8,20000.0,53.8,1.0,
29189213202,5.6,2.6,1043.0,3.3,65599.0,62.7,6.2,
29189213203,11.1,11.2,912.0,3.5,62703.0,61.9,8.9,
29189213204,24.5,8.8,864.0,13.5,44960.0,12.8,9.5,
29189213300,14.6,14.8,753.0,10.8,33734.0,43.3,1.0,
29189213400,22.2,11.2,748.0,7.7,34404.0,11.8,6.4,
29189213500,8.0,8.9,953.0,9.2,39402.0,59.2,1.8,
29189213600,37.1,16.7,699.0,19.0,24658.0,46.7,1.0,
29189213700,19.1,9.3,689.0,20.2,41163.0,49.1,11.7,
29189213800,28.7,23.5,872.0,23.4,31950.0,24.7,2.8,
29189213900,59.8,34.0,739.0,34.0,18550.0,22.7,1.5,
29189214100,21.7,18.8,833.0,28.9,35074.0,26.4,1.0,
29189214200,31.2,22.2,886.0,12.3,29449.0,29.6,2.9,
29189214300,29.0,11.8,823.0,15.6,31237.0,29.2,3.9,
29189214400,12.6,9.4,818.0,10.5,46292.0,10.7,9.5,
29189214500,17.3,8.9,789.0,3.2,41829.0,25.0,9.3,
29189214601,13.0,6.6,768.0,8.8,45186.0,70.3,4.0,
29189214602,17.4,6.8,730.0,9.5,41667.0,35.1,7.5,
29189214700,20.4,7.7,842.0,14.3,37880.0,37.0,7.2,
29189214800,11.8,10.9,802.0,10.1,43600.0,39.0,8.6,
29189214900,14.4,9.6,745.0,8.8,41511.0,32.1,2.5,
29189215001,20.1,9.1,749.0,4.8,45000.0,35.5,10.2,
29189215003,7.4,4.2,1605.0,8.6,73750.0,35.6,13.7,
29189215004,14.6,7.7,751.0,11.8,37336.0,5.7,1.0,
29189215005,10.4,4.3,1004.0,7.0,58276.0,50.8,10.3,
29189215102,7.0,4.6,1205.0,3.4,74458.0,64.1,6.2,
29189215103,1.9,7.0,1580.0,10.9,79609.0,27.8,7.0,
29189215105,7.7,3.5,882.0,3.7,56823.0,35.4,4.4,
29189215141,1.3,4.8,1543.0,7.8,94524.0,65.3,16.8,
29189215142,11.3,7.2,784.0,5.4,53274.0,28.6,7.6,
29189215143,6.0,7.8,1109.0,1.2,70425.0,47.4,13.2,
29189215144,7.1,6.7,961.0,3.1,65319.0,100.0,16.4,
29189215201,10.1,5.2,1058.0,4.2,102757.0,48.8,20.0,
29189215202,5.3,2.9,1078.0,7.7,107788.0,43.3,19.2,
29189215231,6.5,4.9,1022.0,2.8,92647.0,54.1,11.6,
29189215232,4.7,5.7,1222.0,3.0,94200.0,53.5,17.5,
29189215301,6.8,5.1,1131.0,6.5,89330.0,32.3,12.1,
29189215302,1.6,0.4,1150.0,3.4,148750.0,19.9,15.0,
29189215400,1.4,3.3,1625.0,3.8,194485.0,52.6,20.0,
29189215500,2.2,4.5,1072.0,5.1,121480.0,54.3,20.0,
29189215600,13.3,10.3,917.0,6.4,49028.0,34.2,10.5,
29189215700,25.7,17.1,1067.0,13.9,42478.0,55.2,4.6,
29189215800,10.5,6.6,852.0,11.0,69400.0,60.0,13.5,
29189215900,13.0,8.1,1029.0,10.8,48387.0,49.3,3.2,
29189216000,15.5,19.0,844.0,22.0,42985.0,33.3,8.1,
29189216100,35.3,7.6,803.0,16.4,31967.0,0.0,1.0,
29189216200,11.4,3.8,1154.0,8.3,95811.0,36.9,9.0,
29189216300,11.7,4.0,912.0,11.1,90272.0,13.4,8.1,
29189216400,5.4,5.4,986.0,12.0,89152.0,9.3,19.3,
29189216500,5.2,6.2,1137.0,15.7,110972.0,51.5,10.1,
29189216600,6.1,2.4,1260.0,11.3,93000.0,58.4,13.0,
29189216700,7.9,4.1,943.0,10.4,58906.0,13.7,12.6,
29189216800,11.4,4.1,769.0,8.2,61550.0,35.7,10.4,
29189216900,15.3,11.2,632.0,9.8,33281.0,37.1,1.0,
29189217000,23.8,9.3,652.0,13.3,32079.0,29.0,1.0,
29189217200,20.8,11.4,667.0,10.7,40214.0,15.3,1.3,
29189217300,7.0,4.4,1302.0,5.5,76397.0,60.1,8.5,
29189217400,4.4,2.3,1015.0,13.7,72909.0,23.9,15.8,
29189217500,1.5,3.1,1729.0,4.9,142045.0,17.0,19.1,
29189217600,4.5,3.4,1130.0,6.3,121064.0,23.5,14.5,
29189217701,3.0,3.8,2001.0,0.0,167663.0,50.2,18.7,120
29189217702,4.1,3.3,1083.0,5.8,124191.0,39.2,18.5,
29189217802,0.5,7.4,1442.0,2.7,91970.0,34.0,18.3,
29189217806,12.3,5.1,1143.0,7.7,56487.0,46.2,8.4,
29189217807,2.5,5.7,1078.0,4.2,73651.0,48.4,14.3,
29189217841,4.9,5.2,1197.0,1.8,100658.0,10.2,19.1,
29189217842,3.5,3.8,928.0,3.4,77063.0,50.5,10.4,
29189217851,0.9,4.1,,4.0,112539.0,61.1,15.6,
29189217852,2.1,5.4,1241.0,3.3,112886.0,42.2,18.7,
29189217921,2.0,3.2,849.0,12.2,120994.0,40.7,20.0,
29189217923,5.3,3.2,864.0,2.4,88425.0,68.9,11.8,
29189217931,3.3,4.7,1042.0,3.0,73984.0,33.4,15.3,
29189217932,2.8,3.9,2001.0,5.5,89868.0,41.3,17.1,
29189217941,8.2,4.0,1220.0,3.3,70911.0,45.5,7.3,
29189217942,3.7,3.6,1093.0,6.1,69398.0,43.8,12.8,
29189217943,1.6,8.1,1297.0,0.0,91786.0,40.4,19.6,
29189217944,2.0,4.4,1125.0,6.2,117036.0,45.2,14.0,
29189218003,3.5,4.3,856.0,4.7,92569.0,65.2,13.7,
29189218011,9.8,3.9,940.0,7.1,70467.0,51.4,8.8,
29189218012,3.0,2.2,1182.0,1.4,127560.0,42.5,19.8,
29189218102,12.9,1.9,567.0,8.1,58571.0,26.5,3.8,
29189218103,12.0,6.4,991.0,14.3,61016.0,28.8,14.6,
29189218201,2.9,3.3,1088.0,0.7,73895.0,56.9,12.4,
29189218300,6.0,3.0,867.0,10.6,62768.0,19.7,8.7,
29189218401,2.0,5.1,1375.0,2.9,93170.0,77.6,11.1,
29189218402,4.2,2.1,1205.0,1.3,86886.0,42.5,14.8,
29189218500,4.7,2.2,1179.0,3.9,98264.0,23.4,12.8,
29189218600,10.2,2.5,1159.0,13.0,53553.0,42.4,13.1,
29189218800,1.0,2.0,1951.0,2.8,113565.0,33.3,18.7,
29189218900,8.4,8.7,941.0,9.3,54479.0,34.9,6.6,
29189219100,4.2,3.7,1088.0,3.5,82802.0,21.7,18.7,
29189219200,7.1,3.7,925.0,6.8,109167.0,38.1,20.0,
29189219300,8.3,6.0,1095.0,0.0,69375.0,11.1,8.3,
29189219400,2.3,4.0,1075.0,2.2,107841.0,35.5,11.6,
29189219500,4.1,2.8,1583.0,6.0,81591.0,31.4,13.1,
29189219600,7.6,6.0,863.0,2.3,57139.0,34.2,10.3,
29189219700,8.9,4.5,674.0,6.3,49868.0,29.9,6.5,
29189219800,10.8,8.6,811.0,3.9,51081.0,40.1,8.3,
29189219900,9.1,12.1,708.0,2.1,44883.0,52.9,4.5,
29189220001,3.7,5.0,775.0,3.6,58469.0,48.2,9.6,
29189220002,4.9,5.3,757.0,5.3,53147.0,60.7,12.1,
29189220100,18.0,7.3,693.0,6.5,43125.0,29.0,1.0,
29189220200,6.6,7.2,874.0,18.8,43641.0,46.2,6.4,
29189220300,26.2,12.1,699.0,9.0,27352.0,37.0,1.0,
29189220431,8.3,3.9,822.0,7.2,49932.0,57.0,8.4,
29189220432,3.7,3.5,978.0,0.0,75104.0,32.9,9.0,
29189220441,2.6,1.3,796.0,3.1,61849.0,54.7,14.7,
29189220442,6.1,4.1,874.0,1.1,61595.0,29.9,14.8,
29189220443,10.2,4.9,674.0,8.6,42717.0,31.9,4.2,
29189220444,5.1,7.9,1461.0,1.6,91091.0,37.4,13.5,
29189220445,2.7,6.5,1208.0,0.5,102063.0,50.0,12.6,
29189220446,3.1,3.7,1594.0,0.0,94932.0,28.2,9.8,
29189220501,14.7,10.4,753.0,4.7,46931.0,24.4,3.9,
29189220502,14.0,11.1,748.0,8.2,47594.0,29.0,12.2,
29189220601,6.6,5.2,803.0,5.0,60455.0,42.4,10.4,
29189220602,10.0,7.5,747.0,1.7,47452.0,26.9,10.9,
29189220701,12.8,8.9,752.0,2.0,45900.0,42.3,2.2,
29189220702,3.1,5.3,708.0,2.4,57300.0,38.4,12.0,
29189220703,2.1,3.0,731.0,8.9,58889.0,53.2,8.1,
29189220801,10.3,8.6,720.0,8.3,51566.0,40.7,8.0,
29189220802,5.9,7.7,885.0,4.7,55236.0,66.6,12.9,
29189220803,2.6,3.8,1671.0,3.6,91554.0,45.4,8.6,
29189221000,7.0,6.0,1012.0,6.7,51546.0,24.4,8.0,
29189221100,4.0,3.7,1708.0,0.0,120134.0,40.0,20.0,
29189221201,8.1,3.1,2001.0,6.2,113333.0,41.2,11.7,
