participant_id,scenario,pct_poverty,pct_unemployment,median_rent,pct_vacant_housing,median_income
A10000_05891,clean,4.9,3.2,763.0,11.0,71855.0
A10000_05892,clean,5.3,5.4,620.0,12.5,58077.0
A10000_05893,clean,9.8,5.8,1290.0,7.6,74846.0
A10000_05894,clean,15.1,4.9,1153.0,4.1,66191.0
A10000_05895,clean,1.6,4.6,628.0,8.2,73194.0
A10000_05896,clean,9.2,4.3,661.0,24.4,59844.0
A10000_05897,clean,20.9,14.3,509.0,18.7,35313.0
A10000_05898,clean,3.6,7.0,1731.0,1.5,96474.0
A10000_05899,clean,18.1,7.0,959.0,3.4,59671.0
A10000_05900,clean,34.0,7.2,637.0,12.2,22143.0
A10000_05901,clean,32.0,7.8,726.0,8.9,31439.0
A10000_05902,clean,3.1,6.1,1220.0,9.3,86027.0
A10000_05903,clean,8.7,9.0,685.0,5.9,49206.0
A10000_05904,clean,5.5,10.2,747.0,6.1,51902.0
A10000_05905,clean,33.3,22.9,842.0,31.5,20536.0
A10000_05906,clean,18.4,10.8,766.0,1.5,55789.0
A10000_05907,clean,19.3,7.7,1401.0,5.3,59512.0
A10000_05908,clean,13.4,11.2,664.0,31.5,48853.0
A10000_05909,clean,9.8,11.7,1058.0,12.8,62612.0
A10000_05910,clean,18.7,9.0,1165.0,8.1,60685.0
A10000_05911,clean,5.3,4.2,694.0,6.7,60306.0
A10000_05912,clean,7.1,8.0,945.0,6.1,55855.0
A10000_05913,clean,14.7,0.9,951.0,15.0,43429.0
A10000_05914,clean,18.2,7.7,789.0,6.7,46442.0
A10000_05915,clean,6.4,7.1,925.0,3.0,96538.0
A10000_05916,clean,3.9,8.6,2001.0,0.0,111271.0
A10000_05917,clean,40.4,25.6,622.0,22.0,23714.0
A10000_05918,clean,18.5,14.1,963.0,55.2,40250.0
A10000_05919,clean,4.7,9.0,1618.0,3.3,98674.0
A10000_05920,clean,31.4,10.7,601.0,12.6,36076.0
A10000_05921,clean,25.9,23.0,716.0,16.7,34519.0
A10000_05922,clean,3.5,8.4,1359.0,7.4,97443.0
A10000_05923,clean,8.4,8.5,1522.0,14.5,84426.0
A10000_05924,clean,31.4,15.2,540.0,16.0,23799.0
A10000_05925,clean,4.1,5.4,765.0,5.6,65881.0
A10000_05926,clean,4.3,5.5,494.0,0.6,70341.0
A10000_05927,clean,3.8,5.8,932.0,15.3,71375.0
A10000_05928,clean,7.6,4.9,749.0,5.0,59219.0
A10000_05929,clean,31.3,20.5,834.0,16.8,36661.0
A10000_05930,clean,3.9,4.4,983.0,3.8,83953.0
A10000_05931,clean,12.8,4.9,1874.0,2.8,75903.0
A10000_05932,clean,7.2,5.5,1162.0,5.2,65611.0
A10000_05933,clean,1.1,6.4,1352.0,9.5,77500.0
A10000_05934,clean,38.3,13.6,727.0,1.5,19063.0
A10000_05935,clean,16.9,5.0,596.0,14.7,54286.0
A10000_05936,clean,12.3,16.3,1159.0,18.8,82976.0
A10000_05937,clean,9.0,11.8,1471.0,5.3,70733.0
A10000_05938,clean,14.5,9.2,1174.0,7.3,52807.0
A10000_05939,clean,23.7,17.9,853.0,12.9,39867.0
A10000_05940,clean,36.7,21.2,980.0,27.1,25550.0
A10000_05941,clean,9.3,4.8,2001.0,2.4,138472.0
A10000_05942,clean,15.1,9.3,1190.0,12.8,64268.0
A10000_05943,clean,1.9,5.0,784.0,2.5,89824.0
A10000_05944,clean,37.1,31.2,720.0,18.0,22283.0
A10000_05945,clean,14.3,3.9,811.0,6.4,65694.0
A10000_05946,clean,23.1,5.2,545.0,31.1,25243.0
A10000_05947,clean,9.7,7.2,1191.0,9.2,55362.0
A10000_05948,clean,3.0,4.8,1085.0,5.9,100250.0
A10000_05949,clean,7.2,7.6,1273.0,50.2,68750.0
A10000_05950,clean,6.8,7.7,754.0,5.0,63455.0
A10000_05951,clean,18.9,10.9,637.0,23.4,39464.0
A10000_05952,clean,11.6,4.2,911.0,9.1,86629.0
A10000_05953,clean,32.2,23.4,1183.0,17.2,31809.0
A10000_05954,clean,6.1,9.2,1758.0,6.1,80071.0
A10000_05955,clean,21.0,8.0,1485.0,4.2,52974.0
A10000_05956,clean,10.6,3.7,635.0,2.1,60473.0
A10000_05957,clean,12.3,6.4,772.0,19.0,46883.0
A10000_05958,clean,35.8,12.2,713.0,20.1,34881.0
A10000_05959,clean,27.9,12.4,1306.0,5.8,45114.0
A10000_05960,clean,0.7,5.3,1177.0,2.1,77137.0
A10000_05961,clean,65.0,12.2,759.0,20.2,16921.0
A10000_05962,clean,13.6,7.2,686.0,57.9,40943.0
A10000_05963,clean,6.0,13.7,741.0,26.6,52132.0
A10000_05964,clean,20.5,12.7,971.0,7.2,46250.0
A10000_05965,clean,18.3,10.9,549.0,14.2,31635.0
A10000_05966,clean,18.2,8.7,936.0,8.4,48882.0
A10000_05967,clean,8.3,3.6,603.0,20.1,50625.0
A10000_05968,clean,26.9,12.4,882.0,26.2,32794.0
A10000_05969,clean,32.9,11.2,845.0,11.0,37754.0
A10000_05970,clean,7.0,4.3,851.0,4.0,65615.0
A10000_05971,clean,35.9,16.0,922.0,17.2,29650.0
A10000_05972,clean,6.5,11.2,1432.0,1.7,78438.0
A10000_05973,clean,6.0,11.6,1748.0,4.1,66500.0
A10000_05974,clean,6.2,4.1,879.0,21.3,62604.0
A10000_05975,clean,21.8,13.6,758.0,11.0,44740.0
A10000_05976,clean,9.8,6.4,1047.0,14.6,48831.0
A10000_05977,clean,31.8,6.5,651.0,13.5,34688.0
A10000_05978,clean,4.3,4.2,1023.0,5.7,72875.0
A10000_05979,clean,8.1,7.4,817.0,5.5,45727.0
A10000_05980,clean,10.4,4.9,817.0,6.2,64507.0
A10000_05981,clean,20.1,8.2,1040.0,23.4,44365.0
A10000_05982,clean,16.5,6.8,1638.0,18.0,52036.0
A10000_05983,clean,12.9,5.5,1075.0,2.4,52892.0
A10000_05984,clean,0.6,8.3,2001.0,1.8,133281.0
A10000_05985,clean,9.8,8.5,546.0,7.8,43578.0
A10000_05986,clean,12.2,9.4,1120.0,16.5,59356.0
A10000_05987,clean,23.9,15.2,1281.0,11.2,48786.0
A10000_05988,clean,45.3,34.5,835.0,28.0,24583.0
A10000_05989,clean,15.6,8.1,474.0,3.3,43177.0
A10000_05990,clean,2.9,3.1,663.0,7.8,78711.0
A10000_05991,clean,65.5,44.9,728.0,25.0,19559.0
A10000_05992,clean,21.1,3.7,766.0,30.2,42083.0
A10000_05993,clean,25.2,8.5,1064.0,7.9,42031.0
A10000_05994,clean,4.8,7.4,1936.0,5.5,68932.0
A10000_05995,clean,11.8,8.5,591.0,11.8,54509.0
A10000_05996,clean,2.7,12.6,1973.0,8.0,120185.0
A10000_05997,clean,22.5,10.0,486.0,16.4,30171.0
A10000_05998,clean,4.4,6.3,1581.0,9.3,93688.0
A10000_05999,clean,2.6,2.9,1912.0,8.4,110408.0
A10000_06000,clean,16.5,8.0,2001.0,7.3,54712.0
A10000_06001,clean,15.2,7.6,833.0,7.3,49856.0
A10000_06002,clean,11.0,10.5,587.0,7.7,50238.0
A10000_06003,clean,14.1,9.3,659.0,9.7,57067.0
A10000_06004,clean,36.8,20.6,812.0,11.4,31295.0
A10000_06005,clean,14.5,13.8,1995.0,6.0,70491.0
A10000_06006,clean,40.9,4.4,761.0,10.8,28698.0
A10000_06007,clean,28.5,15.7,1084.0,3.7,36181.0
A10000_06008,clean,9.2,2.1,547.0,4.7,60347.0
A10000_06009,clean,35.3,21.2,854.0,9.4,35058.0
A10000_06010,clean,15.5,8.3,831.0,41.5,48542.0
A10000_06011,clean,22.7,7.4,625.0,14.7,33171.0
A10000_06012,clean,22.6,14.1,731.0,23.6,40781.0
A10000_06013,clean,24.0,14.5,1151.0,0.0,43306.0
A10000_06014,clean,13.0,6.8,837.0,7.6,70655.0
A10000_06015,clean,35.6,12.5,994.0,0.0,35000.0
A10000_06016,clean,7.7,4.6,794.0,15.7,53646.0
A10000_06017,clean,12.5,4.5,576.0,24.5,42130.0
A10000_06018,clean,2.4,0.9,1421.0,4.5,123525.0
A10000_06019,clean,17.4,9.8,818.0,10.9,44871.0
A10000_06020,clean,4.0,0.7,1319.0,5.3,81135.0
A10000_06021,clean,7.4,8.4,1181.0,7.4,75000.0
A10000_06022,clean,38.5,9.9,770.0,12.0,32464.0
A10000_06023,clean,2.2,2.2,1008.0,7.3,75833.0
A10000_06024,clean,24.5,8.0,718.0,30.1,39234.0
A10000_06025,clean,9.6,1.9,675.0,19.3,50526.0
A10000_06026,clean,5.3,6.2,1866.0,5.8,85893.0
A10000_06027,clean,11.1,11.9,962.0,0.0,62055.0
A10000_06028,clean,13.2,7.6,627.0,10.4,50938.0
A10000_06029,clean,15.9,8.4,705.0,22.5,42917.0
A10000_06030,clean,18.9,8.0,582.0,17.0,36509.0
A10000_06031,clean,10.9,10.6,938.0,5.4,80129.0
A10000_06032,clean,59.4,29.5,318.0,23.4,17174.0
A10000_06033,clean,8.6,10.6,1062.0,6.4,94750.0
A10000_06034,clean,6.1,7.1,927.0,3.0,97823.0
A10000_06035,clean,13.2,6.5,887.0,1.3,71094.0
A10000_06036,clean,10.7,10.9,938.0,9.0,49597.0
A10000_06037,clean,40.9,32.2,747.0,10.0,16739.0
A10000_06038,clean,23.3,15.3,712.0,18.0,32500.0
A10000_06039,clean,9.3,6.7,1698.0,8.4,74208.0
A10000_06040,clean,27.1,23.8,1097.0,42.1,29042.0
A10000_06041,clean,16.4,10.3,697.0,7.3,55150.0
A10000_06042,clean,2.3,10.2,1452.0,2.2,88292.0
A10000_06043,clean,19.0,10.3,753.0,14.9,42997.0
A10000_06044,clean,9.3,12.8,1033.0,16.7,46121.0
A10000_06045,clean,18.4,4.7,931.0,8.9,40030.0
A10000_06046,clean,14.7,2.1,611.0,8.6,38750.0
A10000_06047,clean,5.6,6.0,1404.0,10.3,50515.0
A10000_06048,clean,5.4,11.5,1028.0,4.0,88750.0
A10000_06049,clean,18.4,5.1,796.0,6.0,43505.0
A10000_06050,clean,3.7,4.6,1331.0,3.0,73930.0
A10000_06051,clean,8.2,3.5,1052.0,1.4,92892.0
A10000_06052,clean,6.5,7.6,1126.0,6.1,68286.0
A10000_06053,clean,8.8,9.4,1236.0,9.2,90017.0
A10000_06054,clean,7.9,14.3,869.0,11.1,47126.0
A10000_06055,clean,15.1,11.7,756.0,7.3,48447.0
A10000_06056,clean,6.9,9.8,1118.0,3.8,70879.0
A10000_06057,clean,10.2,3.1,1566.0,9.8,98036.0
A10000_06058,clean,10.7,15.3,1319.0,17.9,62321.0
A10000_06059,clean,14.2,4.5,754.0,39.6,69821.0
A10000_06060,clean,35.8,16.0,344.0,25.4,29750.0
A10000_06061,clean,20.3,7.7,739.0,4.3,40243.0
A10000_06062,clean,17.1,9.2,944.0,5.5,58919.0
A10000_06063,clean,29.0,19.7,525.0,20.3,27143.0
A10000_06064,clean,12.9,4.4,788.0,18.2,77431.0
A10000_06065,clean,6.7,6.8,1005.0,11.9,72825.0
A10000_06066,clean,9.6,5.3,803.0,1.9,54311.0
A10000_06067,clean,26.7,12.8,1152.0,20.0,36882.0
A10000_06068,clean,6.4,8.1,859.0,5.1,72484.0
A10000_06069,clean,18.8,14.2,561.0,8.2,30625.0
A10000_06070,clean,29.1,16.3,1139.0,9.9,25227.0
A10000_06071,clean,15.3,7.8,659.0,28.3,41196.0
A10000_06072,clean,13.5,6.1,1292.0,20.2,80071.0
A10000_06073,clean,35.7,23.8,961.0,14.3,25473.0
A10000_06074,clean,7.7,5.6,1311.0,6.5,113895.0
A10000_06075,clean,22.5,4.0,413.0,30.9,29902.0
A10000_06076,clean,5.1,8.0,1341.0,1.1,102819.0
A10000_06077,clean,8.5,8.1,743.0,7.8,50447.0
A10000_06078,clean,16.1,13.5,591.0,41.1,43886.0
A10000_06079,clean,10.7,10.9,1015.0,9.5,54286.0
A10000_06080,clean,25.1,10.9,726.0,5.4,31189.0
A10000_06081,clean,10.4,14.0,753.0,21.9,45333.0
A10000_06082,clean,25.8,19.1,992.0,8.2,50243.0
A10000_06083,clean,1.3,4.3,2001.0,5.1,109688.0
A10000_06084,clean,3.2,10.7,1248.0,3.4,87561.0
A10000_06085,clean,7.2,8.2,1564.0,9.1,141688.0
A10000_06086,clean,14.9,17.8,1868.0,6.6,90228.0
A10000_06087,clean,5.7,3.5,525.0,79.5,56111.0
A10000_06088,clean,10.1,2.2,1011.0,8.6,63790.0
A10000_06089,clean,13.2,10.1,739.0,18.6,55750.0
A10000_06090,clean,14.7,10.8,1112.0,5.9,58942.0
A10000_06091,clean,25.9,13.7,1272.0,2.5,47083.0
A10000_06092,clean,11.5,7.8,953.0,13.6,44525.0
A10000_06093,clean,4.4,4.3,1218.0,5.6,60190.0
A10000_06094,clean,23.4,3.5,702.0,10.2,31852.0
A10000_06095,clean,16.2,2.9,1051.0,7.7,45822.0
A10000_06096,clean,9.9,7.2,912.0,7.9,57763.0
A10000_06097,clean,16.8,18.5,839.0,20.4,34221.0
A10000_06098,clean,4.4,3.1,1486.0,3.1,150061.0
A10000_06099,clean,5.9,3.7,760.0,7.0,61833.0
A10000_06100,clean,18.0,15.9,725.0,8.0,39795.0
A10000_06101,clean,22.7,13.2,563.0,21.4,30397.0
A10000_06102,clean,23.8,9.6,673.0,12.3,34148.0
A10000_06103,clean,9.6,7.8,634.0,9.9,62500.0
A10000_06104,clean,21.1,18.1,738.0,20.4,32930.0
A10000_06105,clean,21.6,19.5,1089.0,10.1,39256.0
A10000_06106,clean,21.3,10.1,630.0,27.2,42528.0
A10000_06107,clean,15.7,4.9,810.0,18.8,49269.0
A10000_06108,clean,5.5,7.1,1460.0,5.1,108472.0
A10000_06109,clean,25.4,7.1,747.0,15.8,41371.0
A10000_06110,clean,0.0,0.0,1394.0,3.5,106477.0
A10000_06111,clean,15.2,11.6,994.0,11.1,48125.0
A10000_06112,clean,18.4,3.5,723.0,32.7,61328.0
A10000_06113,clean,23.6,9.5,688.0,10.7,34205.0
A10000_06114,clean,12.8,7.8,1498.0,14.1,56042.0
A10000_06115,clean,29.9,15.1,952.0,17.3,27907.0
A10000_06116,clean,47.2,20.1,530.0,5.3,20075.0
A10000_06117,clean,42.0,24.1,562.0,9.9,25676.0
A10000_06118,clean,9.6,7.9,1121.0,4.5,93468.0
A10000_06119,clean,10.4,7.2,968.0,19.6,56078.0
A10000_06120,clean,9.3,4.4,2001.0,3.1,88773.0
A10000_06121,clean,86.7,39.6,203.0,7.9,9003.0
A10000_06122,clean,4.7,8.8,1082.0,3.7,77821.0
A10000_06123,clean,16.7,14.2,584.0,10.7,42798.0
A10000_06124,clean,11.2,3.9,1602.0,9.5,85354.0
A10000_06125,clean,80.5,22.6,619.0,30.1,6250.0
A10000_06126,clean,8.9,11.0,1264.0,4.5,75238.0
A10000_06127,clean,6.3,5.6,845.0,9.9,55110.0
A10000_06128,clean,9.0,12.4,2001.0,3.1,75509.0
A10000_06129,clean,13.1,8.9,748.0,21.2,45219.0
A10000_06130,clean,20.4,11.1,1653.0,8.6,68538.0
A10000_06131,clean,18.3,7.3,901.0,18.0,37479.0
A10000_06132,clean,3.0,6.0,682.0,5.8,62541.0
A10000_06133,clean,27.8,6.7,733.0,13.7,25300.0
A10000_06134,clean,45.8,26.9,801.0,28.7,18017.0
A10000_06135,clean,4.2,8.7,411.0,3.7,108189.0
A10000_06136,clean,22.4,5.6,699.0,17.7,44276.0
A10000_06137,clean,19.8,5.0,587.0,31.1,29293.0
A10000_06138,clean,5.0,8.3,678.0,0.8,77305.0
A10000_06139,clean,12.9,8.0,981.0,7.0,43750.0
A10000_06140,clean,5.1,5.3,1329.0,10.2,84583.0
A10000_06141,clean,7.2,8.5,994.0,10.9,57381.0
A10000_06142,clean,12.3,7.1,708.0,3.7,37287.0
A10000_06143,clean,17.0,5.5,552.0,2.2,48578.0
A10000_06144,clean,16.2,8.9,610.0,15.6,42588.0
A10000_06145,clean,25.9,1.9,665.0,12.8,39554.0
A10000_06146,clean,2.2,5.4,1509.0,2.3,121607.0
A10000_06147,clean,2.9,4.0,1103.0,3.4,74767.0
A10000_06148,clean,25.4,7.2,824.0,7.0,29984.0
A10000_06149,clean,28.9,7.6,1302.0,5.9,37014.0
A10000_06150,clean,15.0,11.7,1214.0,2.5,51209.0
A10000_06151,clean,16.1,17.5,841.0,15.5,40559.0
A10000_06152,clean,28.2,11.6,1657.0,7.0,46500.0
A10000_06153,clean,36.5,18.0,690.0,10.6,30129.0
A10000_06154,clean,25.5,8.7,800.0,10.3,45179.0
A10000_06155,clean,11.9,15.8,1203.0,5.8,62371.0
A10000_06156,clean,40.2,16.3,646.0,13.5,21667.0
A10000_06157,clean,5.2,10.7,1498.0,9.6,43839.0
A10000_06158,clean,28.9,33.6,1073.0,36.8,33229.0
A10000_06159,clean,25.1,16.0,860.0,10.4,34583.0
A10000_06160,clean,4.0,9.1,2001.0,6.2,116389.0
A10000_06161,clean,32.9,18.3,660.0,19.5,25115.0
A10000_06162,clean,16.7,7.6,526.0,27.9,38594.0
A10000_06163,clean,13.8,8.6,598.0,22.0,60479.0
A10000_06164,clean,36.1,8.1,670.0,3.5,19020.0
A10000_06165,clean,2.9,6.4,1305.0,8.0,102083.0
A10000_06166,clean,8.7,7.1,842.0,5.3,49696.0
A10000_06167,clean,17.4,14.0,766.0,12.2,42688.0
A10000_06168,clean,6.5,11.0,1166.0,14.9,54615.0
A10000_06169,clean,6.4,15.2,1196.0,7.1,91509.0
A10000_06170,clean,18.0,11.0,727.0,11.6,36628.0
A10000_06171,clean,38.6,3.4,586.0,6.2,28132.0
A10000_06172,clean,42.1,13.4,679.0,6.6,32500.0
A10000_06173,clean,18.5,22.5,1271.0,0.8,38185.0
A10000_06174,clean,13.8,8.5,1069.0,8.8,49075.0
A10000_06175,clean,14.7,8.4,930.0,10.4,56250.0
A10000_06176,clean,14.4,4.2,1065.0,4.3,67025.0
A10000_06177,clean,12.1,9.2,911.0,18.4,51435.0
A10000_06178,clean,7.9,6.8,1125.0,0.0,80500.0
A10000_06179,clean,9.7,10.4,883.0,7.1,75631.0
A10000_06180,clean,4.2,22.9,581.0,38.9,48587.0
A10000_06181,clean,53.5,33.9,783.0,47.1,20069.0
A10000_06182,clean,28.6,10.9,712.0,9.3,41010.0
A10000_06183,clean,19.1,5.1,726.0,13.4,42547.0
A10000_06184,clean,9.5,8.8,945.0,3.5,64069.0
A10000_06185,clean,3.8,2.9,1702.0,4.2,71750.0
A10000_06186,clean,20.5,10.3,818.0,23.2,53938.0
A10000_06187,clean,42.0,12.9,598.0,25.2,28125.0
A10000_06188,clean,12.7,2.6,670.0,6.9,47045.0
A10000_06189,clean,8.7,2.4,796.0,21.3,63750.0
A10000_06190,clean,5.8,4.0,1490.0,20.9,120313.0
A10000_06191,clean,18.3,5.3,565.0,18.4,32141.0
A10000_06192,clean,18.6,11.6,866.0,12.9,33799.0
A10000_06193,clean,42.9,20.5,596.0,18.4,16726.0
A10000_06194,clean,6.9,11.1,1256.0,8.6,79148.0
A10000_06195,clean,50.1,31.8,628.0,26.5,14970.0
A10000_06196,clean,27.6,16.5,462.0,20.5,29136.0
A10000_06197,clean,20.0,10.5,1422.0,4.6,60395.0
A10000_06198,clean,33.7,24.5,925.0,19.8,36061.0
A10000_06199,clean,21.9,12.8,520.0,9.9,36327.0
A10000_06200,clean,2.3,9.9,1746.0,20.8,80774.0
A10000_06201,clean,11.7,12.3,933.0,6.5,64911.0
A10000_06202,clean,27.9,10.7,702.0,12.7,35144.0
A10000_06203,clean,27.3,6.8,617.0,27.3,27188.0
A10000_06204,clean,15.6,11.9,984.0,13.3,50000.0
A10000_06205,clean,4.6,6.0,1219.0,2.6,111667.0
A10000_06206,clean,3.4,8.4,735.0,4.1,61065.0
A10000_06207,clean,60.2,21.8,593.0,31.3,18640.0
A10000_06208,clean,7.2,1.9,745.0,4.6,57679.0
A10000_06209,clean,21.3,5.3,773.0,32.5,33435.0
A10000_06210,clean,3.8,9.7,1298.0,8.5,103076.0
A10000_06211,clean,7.4,5.6,1785.0,5.9,90795.0
A10000_06212,clean,2.7,6.4,1229.0,4.2,121250.0
A10000_06213,clean,20.5,10.7,1340.0,3.4,56829.0
A10000_06214,clean,30.6,7.0,782.0,3.8,35956.0
A10000_06215,clean,22.3,9.3,538.0,5.9,32196.0
A10000_06216,clean,11.6,8.8,721.0,7.8,46675.0
A10000_06217,clean,4.5,3.3,1357.0,3.7,75409.0
A10000_06218,clean,8.4,3.1,910.0,11.7,85000.0
A10000_06219,clean,17.6,12.3,677.0,21.0,33125.0
A10000_06220,clean,18.0,10.3,772.0,17.3,37367.0
A10000_06221,clean,6.0,8.6,873.0,9.6,73059.0
A10000_06222,clean,41.5,9.7,989.0,3.3,31338.0
A10000_06223,clean,17.7,13.9,601.0,6.0,36088.0
A10000_06224,clean,8.2,13.2,985.0,4.2,60839.0
A10000_06225,clean,11.1,8.3,652.0,8.9,41927.0
A10000_06226,clean,0.6,1.9,2001.0,0.0,177685.0
A10000_06227,clean,27.5,16.3,845.0,9.4,33413.0
A10000_06228,clean,27.3,13.3,1116.0,3.3,34000.0
A10000_06229,clean,2.6,1.7,2001.0,7.1,200404.0
A10000_06230,clean,25.7,5.9,1568.0,11.4,52903.0
A10000_06231,clean,44.2,9.5,504.0,19.8,22933.0
A10000_06232,clean,14.4,7.9,1403.0,2.4,65208.0
A10000_06233,clean,2.6,4.6,958.0,11.2,70900.0
A10000_06234,clean,33.1,19.4,739.0,20.5,28448.0
A10000_06235,clean,19.3,11.5,926.0,4.9,41928.0
A10000_06236,clean,18.2,2.4,1326.0,2.8,61331.0
A10000_06237,clean,12.0,17.8,1778.0,0.0,82703.0
A10000_06238,clean,24.3,13.0,560.0,2.4,36940.0
A10000_06239,clean,9.5,4.2,1472.0,13.3,73750.0
A10000_06240,clean,34.6,26.5,735.0,14.8,26810.0
A10000_06241,clean,9.4,5.2,653.0,6.4,53554.0
A10000_06242,clean,22.2,11.9,749.0,9.9,40231.0
A10000_06243,clean,19.8,19.8,1168.0,3.1,40278.0
A10000_06244,clean,23.6,7.1,514.0,14.6,40303.0
A10000_06245,clean,36.6,20.3,1005.0,9.1,35282.0
A10000_06246,clean,10.6,5.2,940.0,10.6,63109.0
A10000_06247,clean,3.5,8.2,1401.0,9.2,69698.0
A10000_06248,clean,5.9,5.2,1398.0,3.2,88634.0
A10000_06249,clean,7.4,6.1,697.0,7.7,70313.0
A10000_06250,clean,39.8,22.9,657.0,36.9,28750.0
A10000_06251,clean,4.0,7.4,1238.0,15.8,63700.0
A10000_06252,clean,3.8,8.3,1111.0,2.8,87500.0
A10000_06253,clean,21.3,14.4,1174.0,12.5,42182.0
A10000_06254,clean,13.9,6.2,632.0,5.5,41033.0
A10000_06255,clean,36.2,17.3,561.0,19.9,26447.0
A10000_06256,clean,6.3,10.5,1256.0,20.9,57386.0
A10000_06257,clean,8.9,9.0,1551.0,8.4,60577.0
A10000_06258,clean,9.8,10.0,1150.0,3.1,91875.0
A10000_06259,clean,25.5,9.5,743.0,15.3,35035.0
A10000_06260,clean,6.2,10.5,960.0,3.7,67094.0
A10000_06261,clean,11.9,7.0,725.0,2.3,78697.0
A10000_06262,clean,19.8,9.4,741.0,10.9,47230.0
A10000_06263,clean,4.2,1.0,1028.0,1.8,65896.0
A10000_06264,clean,40.4,7.9,699.0,4.1,28045.0
A10000_06265,clean,4.4,8.6,1190.0,9.8,70565.0
A10000_06266,clean,25.3,10.9,932.0,11.5,37178.0
A10000_06267,clean,50.5,14.9,605.0,19.5,21034.0
A10000_06268,clean,8.5,6.8,718.0,6.6,51581.0
A10000_06269,clean,31.7,12.2,901.0,9.1,39564.0
A10000_06270,clean,12.6,15.4,869.0,56.8,42026.0
A10000_06271,clean,31.2,13.1,659.0,10.4,38398.0
A10000_06272,clean,8.1,7.3,967.0,6.0,58358.0
A10000_06273,clean,11.2,8.3,463.0,4.9,51926.0
A10000_06274,clean,1.7,2.8,665.0,14.4,131750.0
A10000_06275,clean,0.1,2.6,1596.0,5.3,99837.0
A10000_06276,clean,17.1,10.5,1377.0,11.7,53125.0
A10000_06277,clean,13.9,10.9,1213.0,24.0,50865.0
A10000_06278,clean,6.2,3.3,736.0,8.5,55667.0
A10000_06279,clean,4.4,8.3,976.0,6.6,89375.0
A10000_06280,clean,17.0,10.4,703.0,12.2,32881.0
A10000_06281,clean,15.2,20.0,1224.0,11.3,61875.0
A10000_06282,clean,27.7,21.5,1098.0,27.1,37381.0
A10000_06283,clean,27.5,9.5,1196.0,8.5,58889.0
A10000_06284,clean,10.9,9.1,1052.0,8.0,46081.0
A10000_06285,clean,6.2,1.2,1149.0,12.0,54946.0
A10000_06286,clean,0.8,5.4,1073.0,25.4,57109.0
A10000_06287,clean,8.0,10.7,1697.0,11.4,68125.0
A10000_06288,clean,13.5,8.2,1661.0,14.2,72838.0
A10000_06289,clean,15.5,3.4,1044.0,1.4,56635.0
A10000_06290,clean,29.0,6.2,575.0,8.6,33833.0
A10000_06291,clean,14.5,12.3,768.0,7.2,57650.0
A10000_06292,clean,7.3,5.6,1043.0,12.7,62841.0
A10000_06293,clean,20.4,12.6,1116.0,10.6,59625.0
A10000_06294,clean,5.8,5.4,1688.0,2.8,131029.0
A10000_06295,clean,18.8,11.3,1710.0,1.6,86667.0
A10000_06296,clean,12.1,9.1,1143.0,7.9,64947.0
A10000_06297,clean,5.8,8.3,1243.0,6.3,90404.0
A10000_06298,clean,27.4,15.1,862.0,16.7,51211.0
A10000_06299,clean,7.2,7.2,1333.0,5.5,90547.0
A10000_06300,clean,6.7,7.7,1705.0,11.2,67072.0
A10000_06301,clean,51.4,22.2,704.0,35.6,23581.0
A10000_06302,clean,4.7,4.8,852.0,4.6,44502.0
A10000_06303,clean,38.7,23.4,888.0,24.1,29643.0
A10000_06304,clean,28.2,19.4,646.0,17.3,32604.0
A10000_06305,clean,17.8,10.0,1028.0,13.6,38772.0
A10000_06306,clean,9.2,7.3,612.0,13.5,59757.0
A10000_06307,clean,7.7,7.3,994.0,45.9,73333.0
A10000_06308,clean,16.5,14.4,782.0,13.8,35938.0
A10000_06309,clean,14.0,7.6,932.0,19.8,38177.0
A10000_06310,clean,11.6,16.6,916.0,8.4,46908.0
A10000_06311,clean,31.1,15.6,1035.0,14.4,43750.0
A10000_06312,clean,21.3,8.5,931.0,14.4,38684.0
A10000_06313,clean,13.9,10.9,762.0,5.7,48574.0
A10000_06314,clean,24.9,11.1,788.0,24.4,31902.0
A10000_06315,clean,29.3,8.5,1042.0,8.2,44701.0
A10000_06316,clean,2.0,4.1,786.0,4.6,145870.0
A10000_06317,clean,15.5,7.6,569.0,19.7,41033.0
A10000_06318,clean,21.9,5.0,698.0,14.8,48657.0
A10000_06319,clean,13.5,3.4,625.0,48.1,40060.0
A10000_06320,clean,14.0,9.4,736.0,6.3,40550.0
A10000_06321,clean,15.3,2.5,493.0,44.6,27957.0
A10000_06322,clean,5.7,4.9,1718.0,1.2,132054.0
A10000_06323,clean,12.0,6.6,638.0,10.2,54194.0
A10000_06324,clean,26.5,5.5,949.0,14.9,34408.0
A10000_06325,clean,4.2,9.8,1443.0,6.6,76510.0
A10000_06326,clean,36.1,14.1,595.0,25.3,44821.0
A10000_06327,clean,29.5,14.9,875.0,15.6,43494.0
A10000_06328,clean,17.2,17.7,629.0,24.5,34157.0
A10000_06329,clean,9.0,12.1,800.0,29.9,62045.0
A10000_06330,clean,22.7,12.8,718.0,8.5,47083.0
A10000_06331,clean,32.0,8.5,721.0,17.2,24386.0
A10000_06332,clean,4.4,3.9,1909.0,6.9,118750.0
A10000_06333,clean,7.5,3.8,797.0,8.6,67907.0
A10000_06334,clean,12.5,5.1,710.0,5.7,52785.0
